ID,Protein_type,Protein_class_type,kP,MW,PI_mean,PI_range,Protein_conc,Temperature,Buffer_type,Buffer_pH,Buffer_conc,Salt_type,Salt_conc,Stabilizer_type,Stabilizer_conc,Surfactant_type,Surfactant_conc,Excipient_type,Excipient_conc,C_Class,HCI,Viscosity_100,Viscosity_1000,Viscosity_10000,Viscosity_100000,Viscosity_15000000,_conc_bin
374,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,175.0,25.0,Acetate,5.0,20.0,none,0.0,none,0.0,none,0.0,Proline,75.0,0.9,0.9,6.64,6.64,6.29,5.51,2.67,
375,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,175.0,25.0,Acetate,5.0,20.0,none,0.0,none,0.0,none,0.0,Proline,150.0,0.9,0.9,10.49,10.49,10.49,9.19,6.6,
376,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,75.0,25.0,Acetate,5.0,20.0,none,0.0,none,0.0,none,0.0,Lysine,25.0,0.9,0.9,1.78,1.78,1.78,1.78,1.78,
377,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,75.0,25.0,Acetate,5.0,20.0,none,0.0,none,0.0,none,0.0,Lysine,75.0,0.9,0.9,1.68,1.68,1.68,1.68,1.68,
378,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,75.0,25.0,Acetate,5.0,20.0,none,0.0,none,0.0,none,0.0,Lysine,150.0,0.9,0.9,1.56,1.56,1.56,1.56,1.56,
379,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,175.0,25.0,Acetate,5.0,20.0,none,0.0,none,0.0,none,0.0,Lysine,25.0,0.9,0.9,4.19,4.19,4.19,3.76,2.9,
380,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,175.0,25.0,Acetate,5.0,20.0,none,0.0,none,0.0,none,0.0,Lysine,75.0,0.9,0.9,6.01,6.01,6.01,5.32,3.64,
381,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,175.0,25.0,Acetate,5.0,20.0,none,0.0,none,0.0,none,0.0,Lysine,150.0,0.9,0.9,5.24,5.24,4.74,4.31,3.75,
382,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,125.0,25.0,Acetate,5.0,50.0,none,0.0,none,0.0,none,0.0,none,0.0,0.9,0.9,5.29,4.89,4.44,4.04,3.04,
383,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,125.0,25.0,Acetate,5.0,80.0,none,0.0,none,0.0,none,0.0,none,0.0,0.9,0.9,3.26,3.26,3.26,2.76,2.25,
384,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,125.0,25.0,Histidine,6.0,50.0,none,0.0,none,0.0,none,0.0,none,0.0,0.9,0.9,4.49,3.5,3.5,3.22,2.8,
385,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,125.0,25.0,Histidine,6.0,75.0,none,0.0,none,0.0,none,0.0,none,0.0,0.9,0.9,3.7,3.05,3.0,2.76,2.4,
386,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,125.0,25.0,Histidine,6.0,97.0,none,0.0,none,0.0,none,0.0,none,0.0,0.9,0.9,2.65,2.65,2.65,2.44,1.8,
387,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,70.0,25.0,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,1.4,1.5,3.94,3.94,3.94,3.31,1.8,
388,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,55.0,25.0,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,1.4,1.5,2.3,2.3,2.3,2.12,1.84,
389,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,55.0,25.0,Histidine,6.0,30.0,none,0.0,none,0.0,none,0.0,none,0.0,1.4,1.5,2.05,2.05,2.05,1.89,1.64,
390,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,55.0,25.0,Histidine,6.0,15.0,none,0.0,Sucrose,0.3,none,0.0,Arginine,25.0,1.4,1.5,3.0,2.35,2.35,1.66,1.1,
391,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,55.0,25.0,Histidine,6.0,15.0,none,0.0,Sucrose,0.3,none,0.0,none,0.0,1.4,1.5,2.19,2.19,2.19,2.19,2.19,
392,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,20.0,25.0,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,1.4,1.5,1.66,1.66,1.19,1.09,0.95,
393,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,70.0,25.0,PBS,7.4,10.0,NaCl,140.0,none,0.0,none,0.0,none,0.0,1.4,1.5,2.9,2.55,2.55,2.55,2.5,
394,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,70.0,25.0,PBS,7.4,10.0,NaCl,140.0,Sucrose,0.2,none,0.0,none,0.0,1.4,1.5,3.39,3.39,3.39,2.76,2.1,
395,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,70.0,25.0,PBS,7.4,10.0,NaCl,140.0,none,0.0,none,0.0,Arginine,25.0,1.4,1.5,2.25,2.25,2.25,2.25,2.25,
396,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,70.0,25.0,PBS,7.4,10.0,NaCl,140.0,none,0.0,none,0.0,Proline,25.0,1.4,1.5,2.89,2.89,2.89,2.66,2.31,
397,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,35.0,25.0,PBS,7.4,10.0,NaCl,140.0,none,0.0,none,0.0,none,0.0,1.4,1.5,1.3,1.3,1.3,1.3,1.3,
398,Etanercept,Fc-Fusion,4.5,150.0,7.9,0.6,55.0,25.0,Acetate,5.0,20.0,none,0.0,none,0.0,none,0.0,none,0.0,1.4,1.5,4.59,4.59,3.3,3.04,1.75,
399,Etanercept,Fc-Fusion,4.5,150.0,7.9,0.6,55.0,25.0,Acetate,5.0,20.0,none,0.0,Sucrose,0.25,none,0.0,none,0.0,1.4,1.5,5.34,5.34,5.34,4.59,2.8,
400,Etanercept,Fc-Fusion,4.5,150.0,7.9,0.6,55.0,25.0,Acetate,5.0,20.0,NaCl,140.0,none,0.0,none,0.0,none,0.0,1.4,1.5,4.28,4.28,4.04,3.71,2.42,
401,Etanercept,Fc-Fusion,4.5,150.0,7.9,0.6,20.0,25.0,Acetate,5.0,20.0,none,0.0,none,0.0,none,0.0,Arginine,25.0,1.4,1.5,1.55,1.55,1.55,1.55,1.55,
402,Etanercept,Fc-Fusion,4.5,150.0,7.9,0.6,20.0,25.0,Acetate,5.0,20.0,none,0.0,Sucrose,0.25,none,0.0,Arginine,25.0,1.4,1.5,1.98,1.98,1.98,1.98,1.98,
403,Etanercept,Fc-Fusion,4.5,150.0,7.9,0.6,20.0,25.0,Acetate,5.0,20.0,none,0.0,none,0.0,none,0.0,none,0.0,1.4,1.5,1.65,1.65,1.65,1.65,1.6,
404,Etanercept,Fc-Fusion,4.5,150.0,7.9,0.6,20.0,25.0,Acetate,5.0,20.0,none,0.0,Sucrose,0.25,tween-80,0.05,Arginine,25.0,1.4,1.5,2.11,2.11,2.11,2.11,2.1,
405,Etanercept,Fc-Fusion,4.5,150.0,7.9,0.6,55.0,25.0,PBS,7.4,10.0,NaCl,140.0,Sucrose,0.2,none,0.0,none,0.0,1.4,1.5,5.69,5.69,5.69,5.23,2.4,
406,Etanercept,Fc-Fusion,4.5,150.0,7.9,0.6,55.0,25.0,PBS,7.4,10.0,NaCl,140.0,none,0.0,none,0.0,Arginine,25.0,1.4,1.5,6.79,6.79,5.99,5.51,3.0,
407,Etanercept,Fc-Fusion,4.5,150.0,7.9,0.6,55.0,25.0,PBS,7.4,10.0,NaCl,140.0,Sucrose,0.2,none,0.0,Arginine,25.0,1.4,1.5,7.66,7.66,7.66,6.43,2.2,
408,Etanercept,Fc-Fusion,4.5,150.0,7.9,0.6,20.0,25.0,PBS,7.4,10.0,NaCl,140.0,none,0.0,none,0.0,none,0.0,1.4,1.5,1.51,1.51,1.51,1.51,1.5,
409,Etanercept,Fc-Fusion,4.5,150.0,7.9,0.6,20.0,25.0,PBS,7.4,10.0,NaCl,140.0,none,0.0,tween-80,0.05,none,0.0,1.4,1.5,1.66,1.66,1.66,1.66,1.0,
410,Etanercept,Fc-Fusion,4.5,150.0,7.9,0.6,134.0,25.0,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,1.4,1.5,68.89,66.89,56.91,34.9,8.1,
411,Etanercept,Fc-Fusion,4.5,150.0,7.9,0.6,55.0,25.0,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,1.4,1.5,4.09,4.09,4.09,3.76,2.15,
412,Etanercept,Fc-Fusion,4.5,150.0,7.9,0.6,55.0,25.0,Histidine,6.0,30.0,none,0.0,none,0.0,none,0.0,none,0.0,1.4,1.5,6.99,4.99,4.39,3.5,2.1,
413,Etanercept,Fc-Fusion,4.5,150.0,7.9,0.6,55.0,25.0,Histidine,6.0,15.0,NaCl,140.0,none,0.0,none,0.0,none,0.0,1.4,1.5,5.83,5.83,5.19,4.5,1.35,
414,Etanercept,Fc-Fusion,4.5,150.0,7.9,0.6,55.0,25.0,Histidine,6.0,30.0,none,0.0,none,0.0,none,0.0,Lysine,25.0,1.4,1.5,6.56,6.56,4.99,4.59,1.0,
415,Etanercept,Fc-Fusion,4.5,150.0,7.9,0.6,20.0,25.0,Histidine,6.0,30.0,none,0.0,none,0.0,none,0.0,none,0.0,1.4,1.5,1.1,1.1,1.1,0.9,0.9,
416,Etanercept,Fc-Fusion,4.5,150.0,7.9,0.6,20.0,25.0,Histidine,6.0,30.0,none,0.0,none,0.0,none,0.0,Arginine,25.0,1.4,1.5,1.21,1.21,1.21,1.1,1.0,
417,Etanercept,Fc-Fusion,4.5,150.0,7.9,0.6,20.0,25.0,Histidine,6.0,30.0,none,0.0,none,0.0,tween-80,0.05,Arginine,25.0,1.4,1.5,1.84,1.84,1.84,1.38,1.12,
418,Etanercept,Fc-Fusion,4.5,150.0,7.9,0.6,100.0,25.0,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,1.4,1.5,24.96,19.96,18.98,11.94,4.3,
419,Etanercept,Fc-Fusion,4.5,150.0,7.9,0.6,120.0,25.0,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,1.4,1.5,47.93,39.94,32.95,22.97,6.0,
420,Etanercept,Fc-Fusion,4.5,150.0,7.9,0.6,150.0,25.0,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,1.4,1.5,99.84,99.84,89.85,55.11,10.5,
421,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,110.0,25.0,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,1.4,1.5,7.29,7.29,7.29,6.43,3.2,
422,Pembrolizumab,mAb_IgG4,3.5,149.0,7.57,0.3,74.0,25.0,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,5.63,5.0,4.75,4.14,2.0,
423,Pembrolizumab,mAb_IgG4,3.5,149.0,7.57,0.3,150.0,25.0,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,25.63,21.0,18.38,14.61,8.3,
424,Pembrolizumab,mAb_IgG4,3.5,149.0,7.57,0.3,135.0,25.0,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,27.0,20.13,15.88,10.81,2.2,
425,Pembrolizumab,mAb_IgG4,3.5,149.0,7.57,0.3,214.0,25.0,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,43.75,43.75,43.75,40.25,14.0,
426,Pembrolizumab,mAb_IgG4,3.5,149.0,7.57,0.3,49.0,25.0,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,1.63,1.63,1.5,1.5,1.5,
427,Pembrolizumab,mAb_IgG4,3.5,149.0,7.57,0.3,80.0,25.0,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,5.75,5.63,5.13,4.14,2.5,
428,Pembrolizumab,mAb_IgG4,3.5,149.0,7.57,0.3,80.0,25.0,Histidine,6.0,15.0,NaCl,140.0,none,0.0,none,0.0,none,0.0,1.3,1.1,4.25,3.38,2.88,2.19,1.1,
429,Pembrolizumab,mAb_IgG4,3.5,149.0,7.57,0.3,80.0,25.0,Histidine,6.0,15.0,none,0.0,Sucrose,0.4,none,0.0,none,0.0,1.3,1.1,6.75,5.0,4.38,3.45,1.9,
430,Pembrolizumab,mAb_IgG4,3.5,149.0,7.57,0.3,80.0,25.0,Histidine,6.0,15.0,none,0.0,none,0.0,tween-80,0.05,none,0.0,1.3,1.1,5.0,4.0,3.5,2.76,1.6,
431,Pembrolizumab,mAb_IgG4,3.5,149.0,7.57,0.3,80.0,25.0,Histidine,6.0,15.0,NaCl,140.0,Sucrose,0.4,none,0.0,none,0.0,1.3,1.1,3.75,3.25,3.0,2.65,2.3,
432,Pembrolizumab,mAb_IgG4,3.5,149.0,7.57,0.3,99.0,25.0,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,Arginine,250.0,1.3,1.1,6.63,6.25,6.25,5.75,5.2,
433,Pembrolizumab,mAb_IgG4,3.5,149.0,7.57,0.3,80.0,25.0,Histidine,6.0,15.0,NaCl,140.0,Sucrose,0.4,none,0.0,Arginine,250.0,1.3,1.1,7.25,6.25,5.63,4.72,3.2,
434,Pembrolizumab,mAb_IgG4,3.5,149.0,7.57,0.3,80.0,25.0,Histidine,6.0,15.0,none,0.0,Sucrose,0.4,none,0.0,Proline,75.0,1.3,1.1,6.38,5.13,4.5,3.68,2.2,
435,Pembrolizumab,mAb_IgG4,3.5,149.0,7.57,0.3,80.0,25.0,Histidine,6.0,15.0,none,0.0,Sucrose,0.4,none,0.0,Proline,250.0,1.3,1.1,4.63,3.5,3.0,2.3,1.9,
436,Pembrolizumab,mAb_IgG4,3.5,149.0,7.57,0.3,80.0,25.0,Histidine,6.0,15.0,NaCl,140.0,Sucrose,0.4,none,0.0,Proline,250.0,1.3,1.1,7.0,5.5,4.63,3.57,2.0,
437,Pembrolizumab,mAb_IgG4,3.5,149.0,7.57,0.3,99.0,25.0,Histidine,6.0,15.0,NaCl,140.0,Sucrose,0.4,none,0.0,Proline,250.0,1.3,1.1,5.13,4.0,3.5,2.88,2.0,
438,Pembrolizumab,mAb_IgG4,3.5,149.0,7.57,0.3,135.0,25.0,Histidine,6.0,15.0,none,0.0,Sucrose,0.4,tween-80,0.05,none,0.0,1.3,1.1,7.25,6.5,6.13,5.18,3.8,
439,Pembrolizumab,mAb_IgG4,3.5,149.0,7.57,0.3,135.0,25.0,Histidine,6.0,15.0,NaCl,140.0,none,0.0,none,0.0,none,0.0,1.3,1.1,7.75,6.88,6.0,4.83,2.8,
440,Pembrolizumab,mAb_IgG4,3.5,149.0,7.57,0.3,135.0,25.0,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,Arginine,25.0,1.3,1.1,9.5,7.5,6.25,4.83,2.4,
441,Pembrolizumab,mAb_IgG4,3.5,149.0,7.57,0.3,135.0,25.0,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,Arginine,100.0,1.3,1.1,6.0,5.63,5.25,4.6,3.6,
442,Pembrolizumab,mAb_IgG4,3.5,149.0,7.57,0.3,135.0,25.0,Histidine,6.0,15.0,NaCl,140.0,none,0.0,none,0.0,Arginine,100.0,1.3,1.1,6.88,6.0,5.63,4.83,3.7,
443,none,,0.0,0.0,0.0,0.0,0.0,25.0,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,
444,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,135.0,25.0,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,1.0,1.0,10.31,8.75,7.88,7.25,1.35,
445,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,135.0,25.0,Histidine,6.0,15.0,NaCl,140.0,none,0.0,none,0.0,none,0.0,1.0,1.0,7.5,6.38,5.75,4.83,3.0,
446,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,135.0,25.0,Histidine,6.0,15.0,none,0.0,Sucrose,0.4,none,0.0,none,0.0,1.0,1.0,8.38,8.38,8.38,7.71,1.4,
447,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,135.0,25.0,Histidine,6.0,15.0,none,0.0,none,0.0,tween-80,0.05,none,0.0,1.0,1.0,8.13,7.38,7.38,6.79,2.7,
448,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,135.0,25.0,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,Arginine,25.0,1.0,1.0,11.38,8.75,7.63,6.1,3.6,
449,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,135.0,25.0,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,Arginine,100.0,1.0,1.0,5.13,4.25,4.0,3.45,2.6,
450,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,135.0,25.0,Histidine,6.0,15.0,NaCl,140.0,none,0.0,none,0.0,Arginine,100.0,1.0,1.0,9.25,6.5,5.63,4.49,2.6,
451,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,135.0,25.0,Histidine,6.0,15.0,none,0.0,Sucrose,0.4,none,0.0,Arginine,100.0,1.0,1.0,4.0,3.88,3.88,3.57,2.2,
452,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,135.0,25.0,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,Arginine,250.0,1.0,1.0,3.75,3.75,3.75,3.45,3.45,
453,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,135.0,25.0,Histidine,6.0,15.0,none,0.0,none,0.0,tween-80,0.05,Arginine,100.0,1.0,1.0,3.88,3.5,3.38,2.99,2.6,
454,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,135.0,25.0,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,Lysine,25.0,1.0,1.0,3.63,3.63,3.63,3.34,2.3,
455,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,135.0,25.0,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,Lysine,100.0,1.0,1.0,5.75,5.75,5.75,5.29,2.6,
456,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,135.0,25.0,Histidine,6.0,15.0,NaCl,140.0,none,0.0,none,0.0,Lysine,100.0,1.0,1.0,6.63,5.25,4.5,3.68,2.2,
457,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,135.0,25.0,Histidine,6.0,15.0,none,0.0,Sucrose,0.4,none,0.0,Lysine,100.0,1.0,1.0,6.38,5.38,4.75,3.91,2.6,
458,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,135.0,25.0,Histidine,6.0,15.0,none,0.0,none,0.0,tween-80,0.05,Lysine,100.0,1.0,1.0,5.25,5.0,5.0,5.0,5.0,
459,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,135.0,25.0,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,Lysine,250.0,1.0,1.0,2.5,2.13,2.0,1.73,1.5,
460,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,135.0,25.0,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,Proline,25.0,1.0,1.0,4.88,4.88,4.75,4.37,3.8,
461,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,135.0,25.0,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,Proline,100.0,1.0,1.0,5.63,4.25,3.88,3.34,2.4,
462,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,135.0,25.0,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,Proline,250.0,1.0,1.0,3.5,2.63,2.13,1.73,1.5,
463,Vudalimab,Bispecific,5.0,152.0,8.1,0.3,240.0,25.0,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,1.5,1.3,16.25,11.0,9.63,7.71,4.6,
464,Vudalimab,Bispecific,5.0,152.0,8.1,0.3,145.0,25.0,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,1.5,1.3,4.5,4.25,4.25,4.25,4.25,
465,Vudalimab,Bispecific,5.0,152.0,8.1,0.3,80.0,25.0,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,1.5,1.3,4.13,2.88,2.5,2.07,1.3,
466,Vudalimab,Bispecific,5.0,152.0,8.1,0.3,100.0,25.0,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,1.5,1.3,3.38,3.25,3.13,2.76,2.3,
467,Vudalimab,Bispecific,5.0,152.0,8.1,0.3,100.0,25.0,Histidine,6.0,15.0,NaCl,140.0,none,0.0,none,0.0,none,0.0,1.5,1.3,1.5,1.5,1.5,1.5,1.5,
468,Vudalimab,Bispecific,5.0,152.0,8.1,0.3,100.0,25.0,Histidine,6.0,15.0,none,0.0,Sucrose,0.4,none,0.0,none,0.0,1.5,1.3,2.88,2.38,1.88,1.38,1.0,
469,Vudalimab,Bispecific,5.0,152.0,8.1,0.3,100.0,25.0,Histidine,6.0,15.0,none,0.0,none,0.0,tween-80,0.05,none,0.0,1.5,1.3,2.63,2.63,2.5,2.19,1.9,
470,Vudalimab,Bispecific,5.0,152.0,8.1,0.3,100.0,25.0,Histidine,6.0,15.0,NaCl,140.0,Sucrose,0.4,none,0.0,none,0.0,1.5,1.3,3.13,2.38,2.13,1.84,1.3,
471,Vudalimab,Bispecific,5.0,152.0,8.1,0.3,145.0,25.0,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,Arginine,100.0,1.5,1.3,8.0,5.38,4.88,4.03,2.7,
472,Vudalimab,Bispecific,5.0,152.0,8.1,0.3,145.0,25.0,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,Arginine,200.0,1.5,1.3,6.25,5.25,5.0,4.49,3.7,
473,Vudalimab,Bispecific,5.0,152.0,8.1,0.3,276.0,25.0,Acetate,5.0,20.0,none,0.0,none,0.0,none,0.0,none,0.0,1.5,1.3,12.88,10.63,9.88,8.4,6.1,
474,Vudalimab,Bispecific,5.0,152.0,8.1,0.3,138.0,25.0,Acetate,5.0,20.0,none,0.0,none,0.0,none,0.0,none,0.0,1.5,1.3,3.13,2.5,2.5,2.5,2.5,
475,Vudalimab,Bispecific,5.0,152.0,8.1,0.3,69.0,25.0,Acetate,5.0,20.0,none,0.0,none,0.0,none,0.0,none,0.0,1.5,1.3,1.38,1.25,1.25,1.13,1.0,
476,Vudalimab,Bispecific,5.0,152.0,8.1,0.3,150.0,25.0,Acetate,5.0,20.0,NaCl,175.0,none,0.0,none,0.0,none,0.0,1.5,1.3,3.38,3.13,3.13,2.88,2.5,
477,Vudalimab,Bispecific,5.0,152.0,8.1,0.3,150.0,25.0,Acetate,5.0,20.0,none,0.0,Sucrose,0.5,none,0.0,none,0.0,1.5,1.3,9.5,7.63,7.0,5.98,4.3,
478,Vudalimab,Bispecific,5.0,152.0,8.1,0.3,150.0,25.0,Acetate,5.0,20.0,none,0.0,none,0.0,tween-80,0.0625,none,0.0,1.5,1.3,4.25,3.88,3.75,3.34,2.8,
479,Vudalimab,Bispecific,5.0,152.0,8.1,0.3,150.0,25.0,Acetate,5.0,20.0,NaCl,175.0,Sucrose,0.5,none,0.0,none,0.0,1.5,1.3,13.13,9.25,8.25,6.67,4.0,
480,Vudalimab,Bispecific,5.0,152.0,8.1,0.3,150.0,25.0,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,1.5,1.3,5.25,4.75,4.63,4.26,3.7,
481,Vudalimab,Bispecific,5.0,152.0,8.1,0.3,50.0,25.0,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,1.5,1.3,2.0,2.0,1.63,1.5,1.4,
482,Vudalimab,Bispecific,5.0,152.0,8.1,0.3,50.0,25.0,Histidine,6.0,15.0,none,0.0,Sucrose,0.4,none,0.0,none,0.0,1.5,1.3,2.38,1.88,1.75,1.5,1.3,
483,Vudalimab,Bispecific,5.0,152.0,8.1,0.3,50.0,25.0,Histidine,6.0,15.0,none,0.0,Sucrose,0.8,none,0.0,none,0.0,1.5,1.3,1.5,1.5,1.38,1.27,1.2,
484,Vudalimab,Bispecific,5.0,152.0,8.1,0.3,150.0,25.0,Histidine,6.0,15.0,NaCl,140.0,Sucrose,0.8,none,0.0,none,0.0,1.5,1.3,4.25,3.75,3.63,3.22,2.7,
485,Vudalimab,Bispecific,5.0,152.0,8.1,0.3,150.0,25.0,Histidine,6.0,15.0,none,0.0,Sucrose,0.4,none,0.0,none,0.0,1.5,1.3,3.63,3.63,3.63,3.34,2.5,
486,Nivolumab,mAb_IgG4,3.5,146.0,8.8,0.3,12.0,25.75,PBS,7.4,10.0,NaCl,140.0,none,0.0,none,0.0,none,0.0,1.3,1.1,1.48,1.48,1.42992162383138,1.3209192384736852,1.05,
487,Nivolumab,mAb_IgG4,3.5,146.0,8.8,0.3,53.0,25.25,PBS,7.4,10.0,NaCl,140.0,none,0.0,none,0.0,Arginine,5.0,1.3,1.1,2.91,2.761467213372999,2.543790025335465,2.393708266764341,2.17,
488,Nivolumab,mAb_IgG4,3.5,146.0,8.8,0.3,82.0,25.68,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,Arginine,25.0,1.3,1.1,3.04,3.0186446145934664,2.7501273993667743,2.512858220029287,2.0,
489,Nivolumab,mAb_IgG4,3.5,146.0,8.8,0.3,69.0,26.04,PBS,7.4,10.0,NaCl,140.0,none,0.0,none,0.0,Arginine,25.0,1.3,1.1,2.57,2.470900147732846,2.3779344387421952,2.3196476249520104,2.21,
490,Nivolumab,mAb_IgG4,3.5,146.0,8.8,0.3,119.0,26.14,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,Lysine,125.0,1.3,1.1,3.27,3.213736226723729,2.953627106930759,2.5954413689699103,1.78,
491,Nivolumab,mAb_IgG4,3.5,146.0,8.8,0.3,148.0,25.69,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,Lysine,25.0,1.3,1.1,2.96,2.737572288520089,2.27857542117122,1.9586604357601929,1.41,
492,Nivolumab,mAb_IgG4,3.5,146.0,8.8,0.3,335.0,25.21,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,108.62763247668865,110.48915866313888,113.44864108990168,112.93919802120152,28.59806775862293,
493,Nivolumab,mAb_IgG4,3.5,146.0,8.8,0.3,168.0,25.25,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,4.52,4.608759799705657,4.520119365178778,4.014935817598745,1.86,
494,Nivolumab,mAb_IgG4,3.5,146.0,8.8,0.3,55.0,25.64,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,1.72,1.72,1.4334819052941308,1.3096125718659462,1.13,
495,Nivolumab,mAb_IgG4,3.5,146.0,8.8,0.3,122.0,24.47,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,2.99,3.0040753434604546,2.799297614243684,2.856481326582219,1.8,
496,Nivolumab,mAb_IgG4,3.5,146.0,8.8,0.3,26.0,26.0,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,1.04,1.04,1.0155001997063864,1.0116806923245345,1.012889038023482,
